image,milliseconds
extra_aug_1_97_aug_0_H-155-_jpg.rf.596280c6f10449d054d35388281166d5_orig.jpg,13.643820999277523
aug_aug_1_N-198-_jpg.rf.74788dd20dc478ad9b2156572d5e0cba_contrast.jpg,12.84192700040876
extra_aug_1_688_N-145-_jpg.rf.6fafbc041b91163540109109ea420866_flip.jpg,13.043038998148404
aug_aug_1_73_aug_1_N-14-_jpg.rf.622d2fe73793ecf2e11b174a78c30380_flip.jpg,13.066957999399165
extra_C-47-_jpg.rf.2aa28d036364a23c499e41f6412f82e0_flip.jpg,13.331837999430718
extra_aug_0_RF-193-_jpg.rf.c2df3cb8a9ad6cfcb70b2001ae5417bd_orig.jpg,13.643844999023713
aug_1_S-107-_jpg.rf.a7a592bd2ad7e729a6960d4c82cea8b7.jpg,13.242573997558793
extra_aug_1_B-191-_jpg.rf.ff7c923736021978b232b5a3953240d4_bright.jpg,12.920525998197263
aug_aug_0_i19_jpg.rf.c959c700ce488b08a04f8b4331080af3_contrast.jpg,125.49027600107365
aug_aug_1_191_RF-173-_jpg.rf.fcc2f0505aa20c329dc1f465cabc6f50_orig.jpg,13.331359998119297
aug_aug_1_B-64-_jpg.rf.28364d8e78771c5f2388ed646cfd935c_flip.jpg,12.570118997246027
extra_aug_1_705_aug_1_H-27-_jpg.rf.f1ef028e6a5af876a97b9e73fa4ae268_contrast.jpg,12.546022000606172
aug_H-160-_jpg.rf.0e5332e3dc40a37892c27c562978f246_flip.jpg,12.610459998541046
aug_aug_1_81_i21_jpg.rf.e2690eeb4512a9a190b7653de72a638a_contrast.jpg,64.08557400209247
extra_aug_1_148_RF-173-_jpg.rf.fcc2f0505aa20c329dc1f465cabc6f50_contrast.jpg,13.443529001960997
extra_aug_1_585_aug_1_H-12-_jpg.rf.02be3c30b73a8411da8407d4f6c6a327_flip.jpg,12.098626997612882
aug_aug_1_RF-181-_jpg.rf.0b2a17ad4cdbd968630004a7665f88cb_flip.jpg,11.943232002522564
aug_aug_0_RF-109-_jpg.rf.0b81211254236f30ffe2e720efffb4b2_orig.jpg,11.9902610022109
aug_aug_1_B-2-_jpg.rf.95fdd20855fe1c6d8bddf6771853f589_orig.jpg,13.20923100138316
aug_S-33-_jpg.rf.560abdafb644fd4284565014d1875e71_orig.jpg,12.835178000386804
extra_aug_1_321_N-14-_jpg.rf.622d2fe73793ecf2e11b174a78c30380_bright.jpg,13.133975000528153
aug_C-105-_jpg.rf.29dff4d3cb1cc002c0bd5f983db64d7c_flip.jpg,13.209863998781657
